"","com","sum.neg.matches.","sum.pos.matches.","score","total","pos.per","neg.per"
"1295","Lovely image quality, versatile ergonomics, controls ok, and no dead pixels or problems. I guess I should rate it higher given all that, but the 'support' at Asus is vapor thin. If they had put half the effort into a manual or things like color calibration, I'd be happier. If they tried something like software wizards to link OS, computer, and printer in a display system with this monitor as the eye of the system, I'd give it a perfect 5. As it is, you are buying nothing but a monitor. It's a good monitor, but it is up to you to make it work as well as it should in your system. I expected more for some reason and now I understand why tech heads love the Korean Catleap (sp) monitors. Similar hardware for less money and you would still be on your own with minimal tools.",2,11,9,13,84.6153846153846,15.3846153846154
"1296","Bought this for my son as a Christmas gift...He loves it (he runs dual monitors).",0,1,1,1,100,0
"1297","Great monitor so far. Had to adjust the color profiles a bit but it's great now.",0,2,2,2,100,0
"1298","Glad I got this and not a 32"". Just the right size for what I want. Perfect.",0,3,3,3,100,0
"1299","I'm impressed by the accurate colors, the crispness, and the nondescript casing.",0,2,2,2,100,0
"1300","Got a dead pixel after about 6 months of use. Right in the center of the screen",1,1,0,2,50,50
"1301","......LOVE IT GREAT NO PROBLEMS FAST SHIP WOULD RECOMMEND TO FRIEND............",1,4,3,5,80,20
"1302","Awesome picture quality. Excellent construction. Very happy with Asus products.",0,3,3,3,100,0
"1303","I wish it had one more DVI input, but the monitor works exactly as advertised!",0,1,1,1,100,0
"1304","Resolution is good.  I can see more.  Not very cheap but it is worth the money",1,2,1,3,66.6666666666667,33.3333333333333
"1305","Best monitor I have ever owned. Will be buying another to compliment the 1st.",0,2,2,2,100,0
"1306","Beautiful display monitor.Works great, beautiful resulution and colour.",0,3,3,3,100,0
"1307","Good monitor, it's awesome that it can be adapted in hight and that it tilts",0,2,2,2,100,0
"1308","This is a VERY good monitor. Everything is crisp and the colors are perfect.",0,3,3,3,100,0
"1309","Great monitor, optimal resolution for this size, ecellent for computer work",0,3,3,3,100,0
"1310","Great monitor, great matte display.  Nice having so many input options too.",1,3,2,4,75,25
"1311","Excellent",0,1,1,1,100,0
"1312","as far as graphics go this monitor does make a difference specially when playing video games. It looks as if just by getting the monitor I got a better graphics card. I love the performance but one thing that annoys me is that once a while i hear a buzzing/electric noise coming from behind the monitor, like the old tube tvs. it still works but i'm not sure if its supposed to be that way.",2,4,2,6,66.6666666666667,33.3333333333333
"1313","Great monitor, has every adjustment you need for your own personal taste.",0,1,1,1,100,0
"1314","fast shipping excellent packaging hooked it up  works perfect very happy.",0,5,5,5,100,0
"1315","This monitor is awesome, the refresh rate was fine for gaming.Everything looked gorgeous on it, it was a bit blue tinted out of the box though.Sadly my first panel had a dead red sub pixel like 2 inches above center and it was driving me nuts on Red/Brown/Yellow video content and games.Amazon was great and sent me a replacement, but the bottom right corner of it had some sort of dust laminated between the ant-glare coating and the screen. It had a perfect panel though.Oh well, I would have liked to try a third, but Amazon told me just to return it for a full refund so I guess I'll try a different monitor.",2,11,9,13,84.6153846153846,15.3846153846154
"1316","This monitor is a perfect fit for those who just do not want to pay $1000.00+ for a monitor with little advantages. This 27"" monitor is very crisp with an awesome color range that will truly impress. The amount of data you can put on this screen at one time is amazing. Anyone who works in any type of CAD environment will love this display when zooming into those critical features with no distortion by pixilation. I can use this monitor for hours with no appreciable eye fatigue.Asus has created a very attractive package, solid and has the feel and heft you know is quality.",2,11,9,13,84.6153846153846,15.3846153846154
"1317","Beautiful picture. Works great for having multiple docs open at once.",0,3,3,3,100,0
"1318","REALLY good picture, no dead pixels, another great product from ASUS.",1,2,1,3,66.6666666666667,33.3333333333333
"1319","Fantastic monitor! I love everything about it, and it works perfectly",0,4,4,4,100,0
"1320","a lil expensive,but worth the price.i am very happy with this monitor",0,2,2,2,100,0
"1321","Crisp. Beautiful screen. Superb build quality. Way better than 1080.",0,4,4,4,100,0
"1322","I have this and an Acer and this one is much better between the two.",0,1,1,1,100,0
"1323","Amazing quality and res. solid as well. Great for gaming and movies.",0,4,4,4,100,0
"1324","One of the best computer upgrades I've ever made.  Asus is the best.",0,2,2,2,100,0
"1325","Perfect!",0,1,1,1,100,0
"1326","I use this as my main coding screen, but other monitors for video.",0,0,0,0,NA,NA
"1327","This is probably the best monitor you can buy for the price range.",0,1,1,1,100,0
"1328","Good monitor. Good color, good angles. Adjustable if you need it.",0,4,4,4,100,0
"1329","It's huge, colorful and awesome. Nothing more I can say than wow.",0,3,3,3,100,0
"1330","excellent ips monitor for digital photography and graphic work...",0,2,2,2,100,0
"1331","REALLY NICE MONITOR PACKED WITH FEATURES. SCREEN SHIPPED FLAWLESSLY NO DEAD PIXLES OR ANY PROBLEMS WITH THE FUNCTIONALITY. ONLY PROBLEM I NOTICED IS ALONG SIDE THE BOTTEM PLASTIC SURROUNDING THE BEZEL DOES NOT LOOK LIKE IT WAS PROPERLY GLUED OR SCREWED ON RESULTING IN AN UNFINISHED LUMPY LOOK ON MY GORGEOUS DISPLAY. HENCE THE POINT DOCKING.",6,5,-1,11,45.4545454545455,54.5454545454545
"1332","Never given anything a solid 5 before but this product is just incredible hands down. I could go on and on about why its so great but honestly if you are looking for a product like this at this price range just buy this one.",0,4,4,4,100,0
"1333","Love this monitor. Great quality. Wish it were less expensive.",1,2,1,3,66.6666666666667,33.3333333333333
"1334","This monitor is beautiful. Just what I needed for editing my photographs. Half the price of an apple monitor so it's a no brainer. I would and have recommended this to my close friends and other photographers.Thank you again.",0,2,2,2,100,0
"1335","really good reasonably priced 4K monitor. Highly recommended.",0,3,3,3,100,0
"1336","Very easy and fast setup of monitor. Great picture and color.",0,3,3,3,100,0
"1337","I purchased this monitor to do web development and design work from my home. I'm used to using mac stuff: monitors and systems – always nice and always expensive (provided for by the companies I've worked for).I read about some of the inconsistencies of the Asus PB279Q, but was impressed by the reviews, features and price tag. So, I decided to give it a shot. Here are my arbitrary ratings when comparing it to some of the other gear I've used:Color: 8/10Clarity: 8/10Brightness: 8/10Newsflash: it doesn't feel like a $1000+ apple cinema display. It's not as sharp, bright and certainly doesn't render the color the same way. But for the price, the asus is pretty darn good. I think it's fine for professional photo editing and graphics, but (like i said) not the best.Problems: Yes, if I had to do it again, I might steer clear. The monitor I received has a very slight, but noticeable darkness to the bottom edge of the screen. I'm sending it back to Amazon for a replacement. I'll let you know if the next one is better. I think many people might not even care about the darkness, but I do. I attempted to take a photo to illustrate, but it doesn't really do it justice. You will be able to tell from the photo that there is a degree of variance and spotting to the overall brightness. In other words: there are dark spots and bright spots.",6,15,9,21,71.4285714285714,28.5714285714286
"1338","This monitor is totally awesome.  1080p is vacuum tube tier.",0,1,1,1,100,0
"1339","Fantastic monitor. Even uncalibrated, the colors are great.",0,2,2,2,100,0
"1340","So far so good. Very nice price for a very nice resolution.",0,3,3,3,100,0
